Date,Stock Splits
1987-09-09,11:10
1988-09-09,11:10
1989-10-02,5:4
1990-10-01,5:4
1991-10-01,5:4
1994-07-01,5:4
1996-12-17,3:2
1998-11-02,3:2
2001-04-23,3:2
